English Text,Screen/Context,Notes
steps,Race Bot Service (Common/Shared); Firebase Service (Common/Shared); Admin Dashboard Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
); // ✅ CRITICAL: Trigger race completion checks for any bots that just finished // This ensures race state transitions (Active → Ending → Completed) work correctly for (final completedBot in completedBots) { try { log(,Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
✅ Race completion check completed for bot ${completedBot[,Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
); } } } else { log(,Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error updating bots: $e,Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Stack trace: $stackTrace,Race Bot Service (Common/Shared); Xp Service (Common/Shared); Leaderboard Service (Common/Shared); Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
🔄 Retrying bot update for race $raceId after ${retryDelay.inSeconds}s (attempt $failureCount/3),Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder"
✅ Retry successful for race $raceId,Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
❌ Retry $failureCount failed: $retryError,Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
"⚠️ Max retries exceeded for race $raceId, will wait for health check to restart",Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder"
"⚠️ Bot simulation unhealthy for race $raceId (no update in 90s, failures: $failureCount)",Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder"
🔄 Restarting bot simulation for race $raceId due to health check failure,Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder"
"⏹️ Race $raceId is not active (status: $status), stopping bot simulation",Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder"
"⏹️ Race $raceId not found, stopping bot simulation",Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error in health check for race $raceId: $e,Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🏥 Health check started for race $raceId (checks every 60s),Race Bot Service (Common/Shared),"String Literal, Contains variable placeholder"
0123456789abcdef,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Very Slow Walker,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Slow Walker,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Normal Walker,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Fast Walker,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Light Jogger,Race Bot Service (Common/Shared),"String Literal, Likely button label - keep concise"
Unknown,Race Invite Service (Common/Shared); Network Service (Common/Shared); Local Notification Service (Common/Shared); Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
⚠️ Field $fieldName is null,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
] ?? value[,Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
", isEqualTo: _currentUserId) .where(",Race Invite Service (Common/Shared),String Literal
", isEqualTo:",Race Invite Service (Common/Shared); Xp Service (Common/Shared); Admin Analytics Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
) // ONLY PENDING INVITES .orderBy(,Race Invite Service (Common/Shared),String Literal
", ); final type = data[",Race Invite Service (Common/Shared),String Literal
]; final status = data[,Race Invite Service (Common/Shared),String Literal
]; final isValidType = type ==,Race Invite Service (Common/Shared),String Literal
", isEqualTo: _currentUserId) .orderBy(",Race Invite Service (Common/Shared),String Literal
); final isJoinRequest = data[,Race Invite Service (Common/Shared),String Literal
] == true; final isValidType = type ==,Race Invite Service (Common/Shared),String Literal
", arrayContains: _currentUserId) .orderBy(",Race Invite Service (Common/Shared),String Literal
) .doc(_currentUserId) .get(); final userData = userDoc.data() ?? {}; final fromUserName = userData[,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
] ?? userData[,Race Invite Service (Common/Shared); Leaderboard Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
; final fromUserImageUrl = userData[,Race Invite Service (Common/Shared),String Literal
") .doc(inviteId); batch.update(receivedInviteRef, {",Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
": InviteStatus.accepted.name,",Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
", isEqualTo: inviteData[",Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
]) .where(,Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
") .get(); for (final doc in sentInviteQuery.docs) { batch.update(doc.reference, {",Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
) .doc(inviteData[,Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
]); // Determine who should be added to the race final isJoinRequest = inviteData[,Race Invite Service (Common/Shared),String Literal
) .doc(inviteId) .get(); if (inviteDocForCache.exists) { final inviteData = inviteDocForCache.data(); final isJoinRequestForCache = inviteData?[,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
": InviteStatus.declined.name,",Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
", isEqualTo: raceId) .where(",Race Invite Service (Common/Shared),String Literal
", isEqualTo: toUserId) .where(",Race Invite Service (Common/Shared),String Literal
", isGreaterThanOrEqualTo: query) .where(",Race Invite Service (Common/Shared),String Literal
", isLessThan:",Race Invite Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
": doc.id,",Race Invite Service (Common/Shared); Notification Repository (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
: data[,Race Invite Service (Common/Shared); Notification Repository (Common/Shared); Firebase Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
] == userId)) { results.add({,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
": userId,",Race Invite Service (Common/Shared); Firebase Service (Common/Shared); Xp Service (Common/Shared); Race Data Model (Common/Shared); Participants Race Model (Common/Shared),"String Literal, Likely button label - keep concise"
", toUserId: toUserId, toUserName: toUserName, message: message, raceDate: race.raceScheduleTime?.split(",Race Invite Service (Common/Shared),String Literal
).isNotEmpty == true ? race.raceScheduleTime!.split(,Race Invite Service (Common/Shared),String Literal
)[0] : race.raceScheduleTime ??,Race Invite Service (Common/Shared),"String Literal, Question"
", raceTime: (race.raceScheduleTime?.split(",Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
).length ?? 0) > 1 ? race.raceScheduleTime!.split(,Race Invite Service (Common/Shared),String Literal
", raceDistance: race.totalDistance ?? 0.0, raceLocation: race.startAddress ??",Race Invite Service (Common/Shared),"String Literal, Question"
", isEqualTo: race.id) .where(",Race Invite Service (Common/Shared),String Literal
", isEqualTo: true) .where(",Race Invite Service (Common/Shared),String Literal
) .doc(race.organizerUserId) .get(); final organizerData = organizerDoc.data() ?? {}; final toUserName = organizerData[,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
] ?? organizerData[,Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
", fromUserId: _currentUserId!, fromUserName: fromUserName, fromUserImageUrl: fromUserImageUrl, toUserId: race.organizerUserId!, toUserName: toUserName, status: InviteStatus.pending, type: InviteType.received, createdAt: DateTime.now(), message: message, raceDate: race.raceScheduleTime?.split(",Race Invite Service (Common/Shared),String Literal
", fromUserId: _currentUserId!, fromUserName: fromUserName, fromUserImageUrl: fromUserImageUrl, toUserId: race.organizerUserId!, toUserName: toUserName, status: InviteStatus.pending, type: InviteType.sent, createdAt: DateTime.now(), message: message, raceDate: race.raceScheduleTime?.split(",Race Invite Service (Common/Shared),String Literal
✅ Notified homepage of race join for user $userId - updating active race count,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
"📝 User $userId joined race, but they are not the current user, no local notification needed",Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
); final isJoinRequest = inviteData[,Race Invite Service (Common/Shared),String Literal
", ); // Check if invite is accepted but user not in race participants if (inviteData[",Race Invite Service (Common/Shared),String Literal
) .doc(userToAdd) .get(); final userData = userDoc.data() ?? {}; final userName = userData[,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
; final userProfilePicture = userData[,Race Invite Service (Common/Shared); Race Service (Common/Shared),String Literal
": userToAdd,",Race Invite Service (Common/Shared),"String Literal, Likely button label - keep concise"
": userName,",Race Invite Service (Common/Shared); Race Data Model (Common/Shared); Participants Race Model (Common/Shared),"String Literal, Likely button label - keep concise"
role,Race Invite Service (Common/Shared); Admin Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
participant,Race Invite Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
title,Race Invite Service (Common/Shared); Notification Repository (Common/Shared); Firebase Service (Common/Shared); Firebase Push Notification Service (Common/Shared); Admin Dashboard Service (Common/Shared); Admin Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Successfully processed manually accepted invite for user $userToAdd,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
⚠️ User $userToAdd is already a participant in race $raceId,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error processing manually accepted invite: $e,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
race_invites,Race Invite Service (Common/Shared); Pending Requests Service (Common/Shared); Guest Utils (Common/Shared),"String Literal, Likely button label - keep concise"
accepted,Race Invite Service (Common/Shared); Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
❌ Error checking manually accepted invites: $e,Race Invite Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ User not authenticated,Notification Repository (Common/Shared),String Literal
User not authenticated,Notification Repository (Common/Shared); Race Service (Common/Shared); Race Repository (Common/Shared); Firebase Storage Service (Common/Shared),"String Literal, Likely button label - keep concise"
👤 Current user ID: $currentUserId,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder"
🔍 Added isRead filter: $isRead,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder"
: createdAt != null ? _formatNotificationTime(createdAt.toDate()) :,Notification Repository (Common/Shared),String Literal
); return {,Notification Repository (Common/Shared); Firebase Service (Common/Shared); Admin Analytics Service (Common/Shared); Step Tracking Service (Common/Shared); Health Sync Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Notifications retrieved successfully,Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
📍 Stack trace: $stackTrace,Notification Repository (Common/Shared); Step Tracking Service (Common/Shared); Health Sync Service (Common/Shared); Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder"
Failed to get notifications: $e,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder, Error message"
index,Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
); errorMessage =,Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
; } return {,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder"
Notifications marked as read successfully,Notification Repository (Common/Shared),"String Literal, Success message"
Failed to mark notifications as read: $e,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Notifications deleted successfully,Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
Failed to delete notifications: $e,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Just now,Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
${difference.inMinutes}m ago,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
${difference.inHours}h ago,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
${difference.inDays}d ago,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
General,Notification Repository (Common/Shared); Static Notifications Service (Common/Shared); Firebase Push Notification Service (Common/Shared); Unified Notification Service (Common/Shared); Local Notification Service (Common/Shared),"String Literal, Likely button label - keep concise"
👤 Creating notification for user: ${userId ?? currentUserId},Notification Repository (Common/Shared),"String Literal, Contains variable placeholder"
category,Notification Repository (Common/Shared); Firebase Push Notification Service (Common/Shared); Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
icon,Notification Repository (Common/Shared); Firebase Push Notification Service (Common/Shared),"String Literal, Likely button label - keep concise"
thumbnail,Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
metadata,Notification Repository (Common/Shared); Xp Service (Common/Shared); Admin Dashboard Service (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Notification created successfully with ID: ${docRef.id},Notification Repository (Common/Shared),"String Literal, Contains variable placeholder, Success message"
Notification created successfully,Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
Failed to create notification: $e,Notification Repository (Common/Shared),"String Literal, Contains variable placeholder, Error message"
", message: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
", category: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
", notificationType: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
", icon: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
", thumbnail: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
"], userId: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
"], userName: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
"], raceId: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
"], raceName: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
"], metadata: notif[",Notification Repository (Common/Shared),"String Literal, Likely button label - keep concise"
dart:io,Permission Service (Common/Shared); Firebase Push Notification Service (Common/Shared); Background Step Sync Service (Common/Shared); Pedometer Permission Monitor (Common/Shared); Payment Service (Common/Shared); Admob Service (Common/Shared); Permission Manager (Common/Shared); Health Sync Service (Common/Shared); Pedometer Service (Common/Shared); Firebase Storage Service (Common/Shared); Health Permissions Helper (Common/Shared),"String Literal, Likely button label - keep concise"
📍 [PERM] Requesting location permissions...,Permission Service (Common/Shared),String Literal
ℹ️ [PERM] Skipping location permission for guest user,Permission Service (Common/Shared),String Literal
❌ [PERM] Error requesting location permissions: $e,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🍎 [PERM] Requesting iOS location permissions...,Permission Service (Common/Shared),String Literal
when in use,Permission Service (Common/Shared),"String Literal, Likely button label - keep concise"
📊 [PERM] Current,Permission Service (Common/Shared),"String Literal, Likely button label - keep concise"
status: $whenInUseStatus,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
request result: $whenInUseStatus,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
always,Permission Service (Common/Shared),"String Literal, Likely button label - keep concise"
status: $alwaysStatus,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
request result: $alwaysStatus,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
✅ [PERM] iOS location permissions granted (always),Permission Service (Common/Shared),String Literal
⚠️ [PERM] iOS,Permission Service (Common/Shared),"String Literal, Likely button label - keep concise"
"denied, but",Permission Service (Common/Shared),"String Literal, Likely button label - keep concise"
granted,Permission Service (Common/Shared); Permission Manager (Common/Shared),"String Literal, Likely button label - keep concise"
❌ [PERM] iOS location permission denied,Permission Service (Common/Shared),String Literal
❌ [PERM] iOS location permission error: $e,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🤖 [PERM] Requesting Android location permissions...,Permission Service (Common/Shared),String Literal
📊 [PERM] Current precise location status: $preciseStatus,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
📊 [PERM] Precise location request result: $preciseStatus,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
📊 [PERM] Current background location status: $backgroundStatus,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
📊 [PERM] Background location request result: $backgroundStatus,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
✅ [PERM] Android location permissions granted (background),Permission Service (Common/Shared),String Literal
"⚠️ [PERM] Android background location denied, using foreground only",Permission Service (Common/Shared),String Literal
❌ [PERM] Android location permission denied,Permission Service (Common/Shared),String Literal
❌ [PERM] Android location permission error: $e,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
📱 [PERM] Requesting notification permissions...,Permission Service (Common/Shared),String Literal
❌ [PERM] Android notification permission denied,Permission Service (Common/Shared),String Literal
✅ [PERM] Android notification permissions granted,Permission Service (Common/Shared),String Literal
❌ [PERM] Error requesting notification permissions: $e,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔋 [PERM] Requesting battery optimization exemption...,Permission Service (Common/Shared),String Literal
✅ [PERM] Battery optimization exemption granted,Permission Service (Common/Shared),String Literal
⚠️ [PERM] Battery optimization exemption denied - app may be killed in background,Permission Service (Common/Shared),String Literal
t need this } catch (e) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); return true; } else { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); return false; } } catch (e) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); } if (!foregroundStatus.isGranted) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
"); // If still not granted, open settings if (!batteryStatus.isGranted) { log(",Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); log(,Permission Service (Common/Shared); Firebase Service (Common/Shared); Xp Service (Common/Shared); Init Season Data (Common/Shared),"String Literal, Likely button label - keep concise"
); // Return true only if background location is granted final success = finalLocationStatus.isGranted; if (success) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
); } else { log(,Permission Service (Common/Shared); Race Data Migration (Common/Shared),"String Literal, Contains variable placeholder"
); } return success; } else { // iOS: Use proper two-step permission flow (When In Use → Always) log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
); // Step 1: Request,Permission Service (Common/Shared),String Literal
); if (!whenInUseStatus.isGranted) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); } if (!whenInUseStatus.isGranted) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); return false; } log(,Permission Service (Common/Shared),String Literal
); // Step 2: Now request,Permission Service (Common/Shared),String Literal
); if (!alwaysStatus.isGranted) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
Always Allow,Permission Service (Common/Shared),"String Literal, Likely button label - keep concise"
); } if (alwaysStatus.isGranted) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); return false; // Need,Permission Service (Common/Shared),String Literal
for background sync } } } catch (e) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); return false; } } /// Request,Permission Service (Common/Shared),String Literal
); return alwaysStatus.isGranted; } else { // iOS: Request,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
); return alwaysStatus.isGranted; } } catch (e) { log(,Permission Service (Common/Shared),"String Literal, Contains variable placeholder"
onboarding_complete,Preferences Service (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
permissions_granted,Preferences Service (Common/Shared),"String Literal, Likely button label - keep concise"
first_launch,Preferences Service (Common/Shared),"String Literal, Likely button label - keep concise"
notification_requested,Preferences Service (Common/Shared),"String Literal, Likely button label - keep concise"
🚀 [XP-DEBUG] createRaceWithParticipants called for user: $userId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
": raceId,",Firebase Service (Common/Shared); Firebase Push Notification Service (Common/Shared); Xp Service (Common/Shared),"String Literal, Likely button label - keep concise"
": FieldValue.serverTimestamp(),",Firebase Service (Common/Shared); Xp Service (Common/Shared); Race Service (Common/Shared); Race Data Migration (Common/Shared),"String Literal, Likely button label - keep concise"
": 1, // Creator is auto-joined",Firebase Service (Common/Shared),String Literal
pending,Firebase Service (Common/Shared); Pending Requests Service (Common/Shared),"String Literal, Likely button label - keep concise"
race_participants,Firebase Service (Common/Shared),"String Literal, Likely button label - keep concise"
user_races,Firebase Service (Common/Shared); Admin Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Race created successfully with ID: $raceId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder, Success message"
Creator auto-joined as participant with comprehensive data structure,Firebase Service (Common/Shared),String Literal
Race,Firebase Service (Common/Shared); Static Notifications Service (Common/Shared); Firebase Push Notification Service (Common/Shared); Sinalr Firebase Method (Common/Shared); Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
🎯 Attempting to award join XP for race creator: $userId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
"); } catch (e, stackTrace) { log(",Firebase Service (Common/Shared); Xp Service (Common/Shared); Init Season Data (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error creating race with participants: $e,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
").doc(raceId); // Update race - increment count only if new user if (isNewJoin) { batch.update(raceRef, {",Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
": FieldValue.increment(1),",Firebase Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
": FieldValue.serverTimestamp(), }); log(",Firebase Service (Common/Shared),String Literal
"); } else { batch.update(raceRef, {",Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
"); // 🎁 Award XP for joining the race (only for new joins, not updates) if (isNewJoin) { try { log(",Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
; log(,Firebase Service (Common/Shared),"String Literal, Likely button label - keep concise"
❌ Error adding participant to race: $e,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔍 Removing participant $userId from race $raceId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
left,Firebase Service (Common/Shared); Race Data Model (Common/Shared); Geohash Utils (Common/Shared),"String Literal, Likely button label - keep concise"
✅ Participant removed from race: $raceId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error removing participant from race: $e,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Participant progress updated for race: $raceId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error updating participant progress: $e,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Race status updated: $raceId -> Status: $statusId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error updating race status: $e,Firebase Service (Common/Shared); Admin Race Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Race deadline set: $raceId -> Deadline: $deadline,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error setting race deadline: $e,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Race started: $raceId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error starting race: $e,Firebase Service (Common/Shared); Race Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Race finished: $raceId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
🎉 XP awarded to race participants: $raceId,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
⚠️ Error awarding XP for race $raceId: $xpError,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
t rethrow - race completion should succeed even if XP fails } } catch (e) { log(,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
": 1, // Ready status",Firebase Service (Common/Shared),String Literal
": 2, // Countdown status",Firebase Service (Common/Shared),String Literal
).doc(userId).snapshots(); } /// Get user,Firebase Service (Common/Shared),String Literal
users_profile,Firebase Service (Common/Shared); Race Service (Common/Shared),"String Literal, Likely button label - keep concise"
username,Firebase Service (Common/Shared); Leaderboard Service (Common/Shared),"String Literal, Likely button label - keep concise"
; if (displayName.isNotEmpty) { log(,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
": displayName,",Firebase Service (Common/Shared),"String Literal, Likely button label - keep concise"
"] ?? displayName,",Firebase Service (Common/Shared),"String Literal, Likely button label - keep concise"
": currentUser.displayName!,",Firebase Service (Common/Shared),"String Literal, Likely button label - keep concise"
": currentUser.displayName!, }; } // 3. Last resort: Generate from userId final generatedName =",Firebase Service (Common/Shared),String Literal
": generatedName,",Firebase Service (Common/Shared),"String Literal, Likely button label - keep concise"
": generatedName, }; } catch (e) { log(",Firebase Service (Common/Shared),"String Literal, Contains variable placeholder"
); final fallbackName =,Firebase Service (Common/Shared),String Literal
; return {,Firebase Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
": fallbackName,",Firebase Service (Common/Shared),"String Literal, Likely button label - keep concise"
Race Invitation,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
New Participant,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Race Started!,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
You\,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Great Overtaking!,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Congratulations! 🎉,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Race Winner!,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Race Ending Soon!,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Friend Request,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Friend Request Accepted,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Race Completed,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise, Success message"
Marathon Starting Soon!,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Active Marathon,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Hall of Fame Achievement!,Static Notifications Service (Common/Shared),AppBar Title
Leaderboard Update,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Welcome to StepzSync!,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Daily Goal Achieved!,Static Notifications Service (Common/Shared),"AppBar Title, Likely button label - keep concise"
Alex Johnson invited you to join,Static Notifications Service (Common/Shared),String Literal
2 min ago,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
assets/icons/user_placeholder.svg,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
Alex Johnson,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
Sarah Miller wants you to join,Static Notifications Service (Common/Shared),String Literal
tomorrow,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
15 min ago,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
Sarah Miller,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
Evening Jog,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
Mike Davis joined your,Static Notifications Service (Common/Shared),String Literal
Race Updates,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
", time:",Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
", thumbnail:",Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
", userId:",Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
", raceId:",Static Notifications Service (Common/Shared); Unified Notification Service (Common/Shared); Notification Helpers (Common/Shared); Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
", raceName:",Static Notifications Service (Common/Shared); Unified Notification Service (Common/Shared); Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
", metadata: {",Static Notifications Service (Common/Shared); Xp Service (Common/Shared); Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
", message:",Static Notifications Service (Common/Shared); Unified Notification Service (Common/Shared); Local Notification Service (Common/Shared); Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
City Marathon 2024,Static Notifications Service (Common/Shared),"String Literal, Likely button label - keep concise"
