English Text,Screen/Context,Notes
]?.isNotEmpty == true ? user[,Invite Users Screen (Race Management),String Literal
"] : null, size: 40, ), title: Text( user[",Invite Users Screen (Race Management),String Literal
", style: AppTextStyles.bodyLarge.copyWith( fontWeight: FontWeight.w600, ), ), subtitle: user[",Invite Users Screen (Race Management),String Literal
]?.isNotEmpty == true ? Text( user[,Invite Users Screen (Race Management),String Literal
Invites,Race Invites Screen (Race Management),"Text Widget, Likely button label - keep concise"
Join Request,Race Invites Screen (Race Management),"Text Widget, Likely button label - keep concise"
Decline,Race Invites Screen (Race Management),"Text Widget, Likely button label - keep concise"
Oops!,Race Invites Screen (Race Management),"Text Widget, Likely button label - keep concise"
Retry,Race Invites Screen (Race Management); Nearby Places Bottom Sheet (Race Management),"Text Widget, Likely button label - keep concise"
Race Invites,Race Invites Screen (Race Management),"AppBar Title, Likely button label - keep concise"
Location,Race Invites Screen (Race Management),Form Input
Date,Race Invites Screen (Race Management),Form Input
Time,Race Invites Screen (Race Management),Form Input
Received,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
Sent,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
⏳ Waiting for received invites data...,Race Invites Screen (Race Management),String Literal
📍 Error stack trace: ${snapshot.stackTrace},Race Invites Screen (Race Management),"String Literal, Contains variable placeholder, Error message"
Error loading invites: ${snapshot.error},Race Invites Screen (Race Management),"String Literal, Contains variable placeholder, Error message"
📦 Received invites data: ${invites.length} invites,Race Invites Screen (Race Management),"String Literal, Contains variable placeholder"
📝 Invite $i: ${invites[i].raceTitle} from ${invites[i].fromUserName},Race Invites Screen (Race Management),"String Literal, Contains variable placeholder"
📭 No received invites to display,Race Invites Screen (Race Management),String Literal
No Invites Received,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
You haven\,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
t sent any race invites yet,Race Invites Screen (Race Management),String Literal
🔄 Refreshing sent invites...,Race Invites Screen (Race Management),String Literal
Unexpected state,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
${invite.fromUserName} wants to join,Race Invites Screen (Race Management),"String Literal, Contains variable placeholder"
${invite.fromUserName} invited you,Race Invites Screen (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Invited ${invite.toUserName},Race Invites Screen (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Approve,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
Accept,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
Success!,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise, Success message"
Race invite accepted successfully,Race Invites Screen (Race Management),"String Literal, Success message"
Failed to accept invite. Please try again.,Race Invites Screen (Race Management),"String Literal, Error message"
An unexpected error occurred,Race Invites Screen (Race Management),"String Literal, Error message"
Declined,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
Race invite declined,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
Failed to decline invite. Please try again.,Race Invites Screen (Race Management),"String Literal, Error message"
Race details not available,Race Invites Screen (Race Management),String Literal
Requested,Race Invites Screen (Race Management),"String Literal, Likely button label - keep concise"
No Completed Races Yet,Completed Races Screen (Race Management),"Text Widget, Success message"
Complete your first race to see your achievements here!,Completed Races Screen (Race Management),"Text Widget, Success message"
Browse Races,Completed Races Screen (Race Management),"Text Widget, Likely button label - keep concise"
Completed Races,Completed Races Screen (Race Management),"AppBar Title, Likely button label - keep concise, Success message"
", style: GoogleFonts.poppins( fontSize: 20, fontWeight: FontWeight.w600, color: Colors.black87, ), ), SizedBox(height: 12), Padding( padding: EdgeInsets.symmetric(horizontal: 40), child: Text(",Completed Races Screen (Race Management),String Literal
", textAlign: TextAlign.center, style: GoogleFonts.poppins( fontSize: 14, color: Colors.grey[600], ), ), ), SizedBox(height: 32), ElevatedButton( onPressed: () => Get.back(), style: ElevatedButton.styleFrom( backgroundColor: AppColors.neonYellow, foregroundColor: Colors.white, padding: EdgeInsets.symmetric(horizontal: 32, vertical: 12), shape: RoundedRectangleBorder( borderRadius: BorderRadius.circular(25), ), ), child: Text(",Completed Races Screen (Race Management),String Literal
Clear Filters,Races List Screen (Race Management),"Text Widget, Likely button label - keep concise"
Filter,Races List Screen (Race Management),"Text Widget, Likely button label - keep concise"
${filter[,Races List Screen (Race Management),"Text Widget, Contains variable placeholder, Likely button label - keep concise"
All Races,Races List Screen (Race Management),"AppBar Title, Likely button label - keep concise"
"Search races by title, creator, or location...",Races List Screen (Race Management),Form Input
icon,Races List Screen (Race Management); Participant Selector Widget (Race Management); Distance Selector Widget (Race Management),"String Literal, Likely button label - keep concise"
color,Races List Screen (Race Management); Participant Selector Widget (Race Management); Distance Selector Widget (Race Management),"String Literal, Likely button label - keep concise"
label,Races List Screen (Race Management); Participant Selector Widget (Race Management); Distance Selector Widget (Race Management),"String Literal, Likely button label - keep concise"
Quick,Races List Screen (Race Management),"String Literal, Likely button label - keep concise"
Short,Races List Screen (Race Management),"String Literal, Likely button label - keep concise"
Medium,Races List Screen (Race Management),"String Literal, Likely button label - keep concise"
Long,Races List Screen (Race Management),"String Literal, Likely button label - keep concise"
Any,Races List Screen (Race Management); Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
]} ($count),Races List Screen (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
No Marathon Races,Marathon Races Screen (Race Management),"Text Widget, Likely button label - keep concise"
There are no marathon races available at the moment. Check back later or create one!,Marathon Races Screen (Race Management),Text Widget
Create Marathon,Marathon Races Screen (Race Management),"Text Widget, Likely button label - keep concise"
Marathon Races,Marathon Races Screen (Race Management),"AppBar Title, Likely button label - keep concise"
sec,Quick Race Waiting Room Screen (Race Management),"Text Widget, Likely button label - keep concise"
Racers,Quick Race Waiting Room Screen (Race Management),"Text Widget, Likely button label - keep concise"
Ready,Quick Race Waiting Room Screen (Race Management); Quick Race Service (Race Management),"Text Widget, Likely button label - keep concise"
Waiting...,Quick Race Waiting Room Screen (Race Management),"Text Widget, Likely button label - keep concise"
Empty,Quick Race Waiting Room Screen (Race Management),"Text Widget, Likely button label - keep concise"
Finding Racers...,Quick Race Waiting Room Screen (Race Management),"AppBar Title, Likely button label - keep concise"
dart:developer,Quick Race Waiting Room Screen (Race Management); Create Race Controller (Race Management); Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
[WAITING_ROOM] Starting countdown timer,Quick Race Waiting Room Screen (Race Management),String Literal
races,Quick Race Waiting Room Screen (Race Management); Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
[WAITING_ROOM] Race is now filled! Starting auto-countdown...,Quick Race Waiting Room Screen (Race Management),String Literal
[WAITING_ROOM] All slots filled! Cancelling countdown and starting race in 3 seconds...,Quick Race Waiting Room Screen (Race Management),String Literal
Get Ready,Quick Race Waiting Room Screen (Race Management),"String Literal, Likely button label - keep concise"
[WAITING_ROOM] Adding $slotsToFill bots to fill empty slots (5 seconds remaining)...,Quick Race Waiting Room Screen (Race Management),"String Literal, Contains variable placeholder"
[WAITING_ROOM] Bots added and simulation started successfully,Quick Race Waiting Room Screen (Race Management),"String Literal, Success message"
[WAITING_ROOM] Error adding bots: $e,Quick Race Waiting Room Screen (Race Management),"String Literal, Contains variable placeholder, Error message"
[WAITING_ROOM] Disposing waiting room screen,Quick Race Waiting Room Screen (Race Management),String Literal
Starting race...,Quick Race Waiting Room Screen (Race Management),"String Literal, Likely button label - keep concise"
All slots filled! Get ready...,Quick Race Waiting Room Screen (Race Management),String Literal
Waiting for racers to join...,Quick Race Waiting Room Screen (Race Management),String Literal
", style: GoogleFonts.poppins( fontSize: 18, fontWeight: FontWeight.w700, color: Colors.white, ), ), ), ), SizedBox(width: 10), // Name Expanded( child: Column( crossAxisAlignment: CrossAxisAlignment.start, mainAxisAlignment: MainAxisAlignment.center, children: [ Text( participant.userName.isNotEmpty ? participant.userName :",Quick Race Waiting Room Screen (Race Management),String Literal
", style: GoogleFonts.poppins( fontSize: 13, fontWeight: FontWeight.w600, color: Colors.black87, ), maxLines: 1, overflow: TextOverflow.ellipsis, ), Text(",Quick Race Waiting Room Screen (Race Management),String Literal
", style: GoogleFonts.poppins( fontSize: 13, fontWeight: FontWeight.w600, color: Colors.grey.shade600, ), ), Text(",Quick Race Waiting Room Screen (Race Management),String Literal
", value:",Quick Race Waiting Room Screen (Race Management),"String Literal, Likely button label - keep concise"
Instant race • Starts immediately,Quick Race Selection Screen (Race Management),Text Widget
Getting location...,Quick Race Selection Screen (Race Management),"Text Widget, Likely button label - keep concise"
Find Race,Quick Race Selection Screen (Race Management),"Text Widget, Likely button label - keep concise"
12 Hours,Quick Race Selection Screen (Race Management); Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Visibility,Quick Race Selection Screen (Race Management),"String Literal, Likely button label - keep concise"
Auto,Quick Race Selection Screen (Race Management),"String Literal, Likely button label - keep concise"
Route,Quick Race Selection Screen (Race Management),"String Literal, Likely button label - keep concise"
minimum,Create Race Screen (Race Management),"Text Widget, Likely button label - keep concise"
Schedule a race,Create Race Screen (Race Management),"Text Widget, Likely button label - keep concise"
"$formattedDate, $formattedTime",Create Race Screen (Race Management),"Text Widget, Contains variable placeholder, Likely button label - keep concise"
"Date, $formattedDate",Create Race Screen (Race Management),"Text Widget, Contains variable placeholder, Likely button label - keep concise"
"Time, $formattedTime",Create Race Screen (Race Management),"Text Widget, Contains variable placeholder, Likely button label - keep concise"
Done,Create Race Screen (Race Management); Create Race Controller (Race Management),"Text Widget, Likely button label - keep concise"
Create a race,Create Race Screen (Race Management),"AppBar Title, Likely button label - keep concise"
Enter race title,Create Race Screen (Race Management),Form Input
Add date and time,Create Race Screen (Race Management),Form Input
5 mins,Create Race Screen (Race Management); Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
1 hours,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
24 hours,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Race Details,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Getting current location...,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Total Participants,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Min. Participants,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Race Duration,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Schedule,Create Race Screen (Race Management); Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Gender,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Proceed,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
"Personal challenge, perfect for self-improvement",Create Race Screen (Race Management),String Literal
Invite-only race with friends and family,Create Race Screen (Race Management),String Literal
No preference,Create Race Screen (Race Management); Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
dd MMM yyyy,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
hh:mm a,Create Race Screen (Race Management),"String Literal, Likely button label - keep concise"
Starting Location,Location Type Selector Widget (Race Management),"Text Widget, Likely button label - keep concise"
Choose where to start your race,Location Type Selector Widget (Race Management),Text Widget
value,Participant Selector Widget (Race Management); Distance Selector Widget (Race Management),"String Literal, Likely button label - keep concise"
Finding nearby places...,Nearby Places Bottom Sheet (Race Management),"Text Widget, Likely button label - keep concise"
Failed to load nearby places,Nearby Places Bottom Sheet (Race Management),"String Literal, Error message"
Create Another,Create Race Controller (Race Management),"Text Widget, Likely button label - keep concise"
$label:,Create Race Controller (Race Management),"Text Widget, Contains variable placeholder, Likely button label - keep concise"
Race Name,Create Race Controller (Race Management),"Dialog, Likely button label - keep concise"
).format(dateTime); final formattedTime = DateFormat(,Create Race Controller (Race Management),String Literal
"}, ${placemark.locality ??",Create Race Controller (Race Management),"String Literal, Contains variable placeholder, Question, Likely button label - keep concise"
"}, ${placemark.administrativeArea ??",Create Race Controller (Race Management); Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Question, Likely button label - keep concise"
"}, ${placemark.country ??",Create Race Controller (Race Management); Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Question, Likely button label - keep concise"
.replaceAll( RegExp(r,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
", ) // Remove leading/trailing commas .replaceAll(RegExp(r",Create Race Controller (Race Management),String Literal
); } } catch (e) { log(,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; participantLimit.value = 1; // Auto-set limit to 1 for solo } else if (totalParticipants.value <= 5) { if (raceType.value ==,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
) { raceType.value =,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; // Switch from Solo to Private for small groups } } else if (totalParticipants.value <= 15) { if (raceType.value ==,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; // Switch from Solo to Public for medium groups } } else { if (raceType.value ==,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (totalParticipants.value <= 3) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (totalParticipants.value <= 10) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (totalParticipants.value <= 15) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (distance < 5) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (distance < 10) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (distance < 21) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (distance < 2) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
) { raceStoppingTime.value =,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (distance >= 0.5 && distance < 2 && raceStoppingTime.value !=,Create Race Controller (Race Management),String Literal
; } else if (distance >= 2 && distance < 10 && raceStoppingTime.value ==,Create Race Controller (Race Management),String Literal
; } else if (distance >= 10 && raceStoppingTime.value !=,Create Race Controller (Race Management),String Literal
; } else if (progress >= 0.7) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; } else if (progress >= 0.4) { return,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
Unknown,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
${race.maxParticipants ?? 0},Create Race Controller (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Not scheduled,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Race ID,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
; endAddress.value =,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
; routeDistance.value =,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
; // Reset to defaults raceType.value =,Create Race Controller (Race Management),String Literal
; totalParticipants.value = 10; participantLimit.value = 2; raceStoppingTime.value =,Create Race Controller (Race Management),String Literal
; genderPref.value =,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
; selectedDateTime.value = DateTime.now().add(Duration(minutes: 30)); // Reset coordinates to Delhi startLat?.value = 28.6139; startLng?.value = 77.2090; endLat?.value = 28.6139; endLng?.value = 77.2090; // Reinitialize schedule time _initializeScheduleTime(); // Show encouraging feedback Get.snackbar(,Create Race Controller (Race Management),String Literal
", ); // Don",Create Race Controller (Race Management),String Literal
Authentication Error,Create Race Controller (Race Management); Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise, Error message"
Please login to create a race,Create Race Controller (Race Management); Quick Race Controller (Race Management),String Literal
Location Error,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise, Error message"
Unable to get location coordinates. Please try selecting locations again.,Create Race Controller (Race Management),String Literal
No limit,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
", distance: 0.0, remainingDistance: distance, rank: 1, steps: 0, status:",Create Race Controller (Race Management),String Literal
) { formattedScheduleTimeDisplay =,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
; actualScheduleTime = null; // Solo races don,Create Race Controller (Race Management),String Literal
Open-ended,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
t have a schedule time } else { final dateTime = selectedDateTime.value; formattedScheduleTimeDisplay = DateFormat(,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
? 1 : raceType.value ==,Create Race Controller (Race Management),String Literal
? 2 : raceType.value ==,Create Race Controller (Race Management),String Literal
? 1 : finalGenderPref ==,Create Race Controller (Race Management),String Literal
) { // Marathon: No time limit (set to a very high value like 999 days) durationMins = 999 * 24 * 60; // 999 days in minutes durationHrs = 999 * 24; // 999 days in hours } else if (finalRaceStoppingTime.contains(,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
")) { // Parse minutes (e.g.,",Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
")[0]) ?? 5; durationHrs = 1; // Keep for backward compatibility, but durationMins is preferred } else if (finalRaceStoppingTime.contains(",Create Race Controller (Race Management),String Literal
")) { // Parse hours and convert to minutes (e.g.,",Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
", totalDistance: distance, statusId: formattedScheduleTimeDisplay.isNotEmpty ? 1 : 0, // statusId: 1 = Scheduled (has schedule time), statusId: 0 = Created (no schedule) status: formattedScheduleTimeDisplay.isNotEmpty ?",Create Race Controller (Race Management),"String Literal, Question"
": FieldValue.serverTimestamp(), }; // ✅ FIX: Store actual Timestamp for auto-start to work correctly if (actualScheduleTime != null) { updateData[",Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
New Race,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Race created with ID: $raceId,Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
Creator auto-joined as participant with comprehensive data structure,Create Race Controller (Race Management),String Literal
🎯 Awarding XP to race creator: ${currentUser.uid},Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
Race,Create Race Controller (Race Management); Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
✅ Awarded XP to race creator (create + join + first race bonus if applicable),Create Race Controller (Race Management),String Literal
⚠️ Failed to award XP to creator: $e,Create Race Controller (Race Management),"String Literal, Contains variable placeholder, Error message"
Stack trace: $stackTrace,Create Race Controller (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
"t block race creation if XP fails } // Navigate based on race type _handleDirectNavigation(race, raceId); } catch (e) { SnackbarUtils.showError(",Create Race Controller (Race Management),"String Literal, Contains variable placeholder, Error message"
", ); log(",Create Race Controller (Race Management); Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Please enter race title,Create Race Controller (Race Management),String Literal
Validation Error,Create Race Controller (Race Management),"String Literal, Likely button label - keep concise, Error message"
Please choose race type,Create Race Controller (Race Management),String Literal
Please schedule the race time,Create Race Controller (Race Management),String Literal
Notified homepage of race creation - updating active race count,Create Race Controller (Race Management),String Literal
"]!, ); if (placemarks.isNotEmpty) { final placemark = placemarks.first; final address =",Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
) .replaceAll(RegExp(r,Create Race Controller (Race Management); Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
", ); // Show suggestion feedback } } catch (e) { log(",Create Race Controller (Race Management),"String Literal, Contains variable placeholder"
": lat2 * 180 / dart_math.pi,",Create Race Controller (Race Management),String Literal
Getting your location...,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Location permission denied,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Permission Denied,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Please enable location permissions to create quick races,Quick Race Controller (Race Management),String Literal
Location Disabled,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
${placemark.locality ??,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Question, Likely button label - keep concise"
); currentAddress.value = address.trim().isNotEmpty ? address.trim() :,Quick Race Controller (Race Management),String Literal
; } else { currentAddress.value =,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
"; } // Set default selected start location to current location selectedStartLocation.value = QuickRaceStartLocation.fromCurrentLocation( address: currentAddress.value, latitude: position.latitude, longitude: position.longitude, ); log(",Quick Race Controller (Race Management),String Literal
); } catch (e) { log(,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
); currentAddress.value =,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
; SnackbarUtils.showError(,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise, Error message"
": location.latitude,",Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
": location.longitude, }; } // Fallback to current location return {",Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
": currentLat.value ?? 0.0,",Quick Race Controller (Race Management),String Literal
) { return,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
) .where(,Quick Race Controller (Race Management); Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
", isEqualTo: 5) // Quick Race .where(",Quick Race Controller (Race Management),String Literal
", isEqualTo: selectedParticipants.value) .where(",Quick Race Controller (Race Management),String Literal
", isEqualTo: selectedDistance.value) .where(",Quick Race Controller (Race Management),String Literal
", isGreaterThan: Timestamp.fromDate(cutoffTime)) .orderBy(",Quick Race Controller (Race Management),String Literal
", descending: false) // Join oldest first .limit(3) // Get top 3 to try in case first is full .get(); if (matchingRaces.docs.isEmpty) { log(",Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
); return null; } if (statusId != 0 && statusId != 3) { log(,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
); return null; } // Check participant doesn,Quick Race Controller (Race Management),String Literal
⚠️ User already in race ${raceDoc.id},Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
user_profiles,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
User,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
joined,Quick Race Controller (Race Management); Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
user_races,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
role,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
participant,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
status,Quick Race Controller (Race Management); Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
✅ Successfully joined race ${raceDoc.id} atomically,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Success message"
✅ Transaction completed successfully for race ${result.id},Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Success message"
❌ Transaction failed for race ${raceDoc.id}: $e,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Error message"
⚠️ Could not join any matching race,Quick Race Controller (Race Management),String Literal
❌ Error in find and join matching quick race: $e,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Error message"
Location Required,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Please wait while we get your location,Quick Race Controller (Race Management),String Literal
⏱️ Adding ${delayMs}ms stagger delay to prevent race condition...,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
🔍 Searching for matching quick race with transaction...,Quick Race Controller (Race Management),String Literal
Matched!,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Joined existing Quick Race with same criteria!,Quick Race Controller (Race Management),String Literal
🔄 Navigating to waiting room for matched race: ${matchedRace.id},Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
📊 Fresh race data - participants: ${freshRaceData.joinedParticipants}/${freshRaceData.maxParticipants},Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
✅ Navigation to waiting room completed (matched race),Quick Race Controller (Race Management),"String Literal, Success message"
❌ Navigation error: $navError,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Error message"
"📝 No matching race found or all were full, creating new quick race",Quick Race Controller (Race Management),String Literal
🗺️ Calculating route through nearby POIs...,Quick Race Controller (Race Management),String Literal
lat,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
lng,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
Destination,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
) .trim(); if (endAddress.isEmpty) endAddress =,Quick Race Controller (Race Management),String Literal
; } } catch (e) { log(,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
"); } // Create participant for the race creator final creatorParticipant = Participant( userId: currentUser.uid, userName: currentUser.displayName ?? currentUser.email?.split(",Quick Race Controller (Race Management),String Literal
", distance: 0.0, remainingDistance: selectedDistance.value, rank: 1, steps: 0, status:",Quick Race Controller (Race Management),String Literal
", raceTypeId: 5, // Quick Race type maxParticipants: selectedParticipants.value, minParticipants: 2, joinedParticipants: 1, // Creator is auto-joined startLat: startCoords[",Quick Race Controller (Race Management),String Literal
"], startLong: startCoords[",Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
"], startAddress: startAddress, endAddress: endAddress, isPrivate: false, // Always public raceScheduleTime:",Quick Race Controller (Race Management),String Literal
", totalDistance: selectedDistance.value, statusId: 3, // Active - race starts immediately status:",Quick Race Controller (Race Management),String Literal
": raceId,",Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
": FieldValue.serverTimestamp(),",Quick Race Controller (Race Management); Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
": FieldValue.serverTimestamp(), // Race starts now",Quick Race Controller (Race Management),String Literal
": FieldValue.serverTimestamp(), }); // Add participant to race",Quick Race Controller (Race Management),String Literal
✅ Quick race created with ID: $raceId (statusId: 3 - Active),Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
📍 Start: $startAddress,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
🏁 End: $endAddress,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Likely button label - keep concise"
📏 Distance: ${selectedDistance.value} km,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
👥 Max participants: ${selectedParticipants.value},Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
poi,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise"
); } SnackbarUtils.showSuccess(,Quick Race Controller (Race Management),"String Literal, Likely button label - keep concise, Success message"
); } catch (navError) { log(,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Error message"
); rethrow; } } catch (e) { SnackbarUtils.showError(,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Error message"
🎯 Routing through POI: ${poi.displayName},Quick Race Controller (Race Management),"String Literal, Contains variable placeholder"
"⚠️ No POI found, using random bearing",Quick Race Controller (Race Management),String Literal
❌ Error finding POI: $e,Quick Race Controller (Race Management),"String Literal, Contains variable placeholder, Error message"
Quick Race $raceTypeLabel,Quick Race Service (Race Management),"AppBar Title, Contains variable placeholder, Likely button label - keep concise"
message,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
User not authenticated. Please login first.,Quick Race Service (Race Management),String Literal
Invalid participant count. Must be between 2-8 players.,Quick Race Service (Race Management),"String Literal, Error message"
", isEqualTo: participantCount) .where(",Quick Race Service (Race Management),String Literal
", isEqualTo:",Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
": false,",Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
You are already in this race!,Quick Race Service (Race Management),String Literal
quick_races,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
waiting,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
Joined existing quick race!,Quick Race Service (Race Management),String Literal
Created new quick race! Waiting for ${participantCount - 1} more players.,Quick Race Service (Race Management),"String Literal, Contains variable placeholder"
Failed to join quick race: $e,Quick Race Service (Race Management),"String Literal, Contains variable placeholder, Error message"
1v3,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
1v5,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
1v7,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
", createdTime: now, raceType:",Quick Race Service (Race Management),String Literal
] ?? userProfile[,Quick Race Service (Race Management),"String Literal, Likely button label - keep concise"
